BaseConditionId,CountyId,LoadSourceId,AnimalId,AnimalUnits
1,100,18,17,722.9936659699999
1,102,17,17,1.359599
1,102,18,17,12.884512699999998
1,103,17,17,16032.735
1,103,18,17,9632.003385
1,104,17,17,557.3365
1,104,18,17,939.9854073
1,107,17,17,397.71606
1,107,18,17,191.67992067
1,108,17,17,5056.57
1,108,18,17,669.9027699999999
1,109,18,17,39.5953832
1,110,18,17,175.8690586
1,111,18,17,321.05621529999996
1,112,18,17,210.55006085000002
1,115,18,17,777.3571393
1,116,17,17,7181.143
1,116,18,17,49629.29508
1,117,18,17,109.90054056
1,119,18,17,261.7625243
1,122,18,17,272.43981099999996
1,123,18,17,159.71706444
1,126,18,17,601.4645381500001
1,127,18,17,171.9548534
1,129,18,17,4865.337422
1,131,18,17,342.0796568
1,132,17,17,69809.32310000001
1,132,18,17,21222.139479999998
1,134,18,17,123.4968247
1,135,18,17,235.9580291
1,136,17,17,243971.9
1,136,18,17,246462.6658
1,139,17,17,30421.092
1,139,18,17,68683.32067
1,142,18,17,490.76032999999995
1,146,18,17,138.62584800000002
1,147,17,17,20830.479373
1,147,18,17,1752.0464794999998
1,148,17,17,4331.958818
1,148,18,17,326.69487999999996
1,149,17,17,61939.744915400006
1,149,18,17,9285.69699786
1,150,18,17,224.3851311
1,151,17,17,4.6136517999999995
1,151,18,17,74.36291885
1,152,18,17,69.0799286
1,153,18,17,21.478024
1,154,17,17,57351.816174
1,154,18,17,13.004528
1,155,18,17,136.635886
1,156,18,17,39.540770699999996
1,157,17,17,11451.597
1,157,18,17,43999.94033
1,158,17,17,312303.84241200006
1,158,18,17,394.213754
1,159,18,17,740.6765170000001
1,160,18,17,394.56124669999997
1,161,18,17,1091.327489
1,162,18,17,824.3543521
1,163,18,17,458.9460363
1,164,18,17,161.7180266
1,165,18,17,70.3070949
1,166,18,17,379.927184
1,167,18,17,547.6641373
1,168,18,17,275.3873507
1,169,18,17,1132.60295
1,170,18,17,728.6087551
1,171,18,17,793.8854126000001
1,172,18,17,105.7447385
1,173,18,17,400.48623299999997
1,174,18,17,1710.5522019999999
1,175,18,17,1227.3856123
1,176,18,17,518.9643007
1,177,18,17,408.721219
1,194,17,17,27061.1036
1,194,18,17,47234.0726
1,195,18,17,356.114603
1,196,17,17,6466.12266
1,196,18,17,13686.890354
1,197,18,17,516.792194
1,198,18,17,1152.702939
1,199,18,17,204.891503
1,200,18,17,788.8385999999999
1,201,18,17,10277.196642
1,202,18,17,12901.346825
1,203,18,17,129.081219
1,204,18,17,3992.473994
1,205,17,17,552.80994
1,205,18,17,2304.608479
1,206,17,17,1561.06935
1,206,18,17,2390.1260169999996
1,207,17,17,14134.78523
1,207,18,17,5392.0258539999995
1,208,18,17,189.29518109999998
1,209,17,17,7006.8841
1,209,18,17,2292.595946
1,210,18,17,59.3431516
1,211,18,17,111.1748934
1,212,18,17,5348.5642677999995
1,213,18,17,173.442847
1,214,17,17,1924.86957
1,214,18,17,34029.09783
1,215,18,17,50.521163
1,217,18,17,599.910945
2,1,17,17,246.076
2,1,18,17,97.561035
2,2,17,17,359580.53
2,2,18,17,539188.5721
2,3,18,17,1589.5505065999998
2,4,17,17,2227.5251
2,4,18,17,847.90103
2,5,17,17,102.0227
2,5,18,17,2157.6149
2,6,18,17,892.1935229999999
2,7,18,17,94.46869900000002
2,8,18,17,1030.247942
2,9,18,17,59.832046
2,11,18,17,171.70312226000001
2,12,18,17,149.94489700000003
2,13,17,17,137981.03314
2,13,18,17,26749.235399999998
2,14,18,17,100.51845999999999
2,15,17,17,36765.478365999996
2,15,18,17,35815.806451000004
2,16,17,17,8434.333
2,16,18,17,2607.1776760000002
2,17,18,17,69.1590114
2,18,17,17,16289.066514999999
2,18,18,17,6011.3513299999995
2,19,18,17,286.646574
2,20,17,17,157944.79073
2,20,18,17,28913.761703400003
2,21,17,17,18949.484933
2,21,18,17,10413.239171300002
2,22,17,17,348787.23186
2,22,18,17,1492.2686850059997
2,23,18,17,480.57569809999995
2,24,18,17,1481.69002
2,25,17,17,353.4313
2,25,18,17,2586.5906
2,26,18,17,1293.3807002
2,27,18,17,224.55763559999997
2,28,18,17,91.8032264
2,29,18,17,636.380246
2,30,18,17,266.62726114000003
2,31,18,17,4631.2584
2,32,18,17,729.015203
2,33,18,17,628.994286
2,34,18,17,213.31703022000002
2,35,18,17,439.9263397
2,36,18,17,13996.4993
2,37,17,17,1160.9851
2,37,18,17,784.9391958900001
2,38,17,17,15280.831340000002
2,38,18,17,5813.02086
2,39,17,17,416.79837
2,39,18,17,15629.340386500002
2,40,17,17,9248.00343
2,40,18,17,9765.97843
2,41,17,17,1197.9388
2,41,18,17,30390.375
2,42,17,17,263.80172999999996
2,42,18,17,19709.148184
2,43,17,17,106828.86525
2,43,18,17,132459.453
2,44,17,17,50046.857842000005
2,44,18,17,3351.6367
2,45,17,17,7036.2055
2,45,18,17,33684.43538
2,46,17,17,25909.496
2,46,18,17,36138.944298999995
2,48,18,17,248.614605
2,49,18,17,21.76769935
2,50,18,17,465.29697500000003
2,51,18,17,531.66553
2,53,17,17,2197.125
2,53,18,17,2719.1153593
2,54,18,17,336.947876
2,55,18,17,13784.00110107
2,56,18,17,148.706085
2,57,18,17,178.15835533999999
2,58,18,17,466.2895035
2,59,18,17,136.97671470799997
2,60,18,17,97.377336
2,61,18,17,487.702694
2,62,18,17,359.50952602999996
2,63,18,17,76.70751800000001
2,64,18,17,91.193336
2,65,18,17,22.468000000000004
2,66,18,17,484.00325719
2,67,18,17,160.4327091
2,69,18,17,444.323877
2,71,18,17,276.440297
2,72,18,17,359.669467
2,73,18,17,267.586718
2,74,17,17,1413.3173
2,74,18,17,8414.054479
2,75,18,17,301.11707955
2,76,18,17,386.4036216
2,77,17,17,40642.15347
2,77,18,17,1205.8866420000002
2,78,18,17,348.34379567999997
2,79,17,17,70.72663
2,79,18,17,213.694631287
2,80,18,17,378.20123150000006
2,82,17,17,18392.424
2,82,18,17,3528.7926401
2,83,18,17,302.6853708
2,85,17,17,5265.271
2,85,18,17,2489.7664527999996
2,86,18,17,243.37470962
2,87,17,17,50996.914000000004
2,87,18,17,999.7359400000001
2,88,18,17,270.54162
2,89,18,17,140.079726
2,90,18,17,32.5008295
2,91,17,17,941.9865
2,91,18,17,918.1271439999999
2,93,17,17,2242.195
2,93,18,17,4592.112653
2,94,18,17,2273.3773613
2,97,18,17,86.17875799999999
2,98,17,17,769.9452124
2,98,18,17,25.159833167000002
2,100,17,17,1.1998334
2,100,18,17,683.1896007
2,102,17,17,118.01231399999999
2,102,18,17,74.56186
2,103,17,17,15610.393
2,103,18,17,9388.741772
2,104,17,17,488.0731
2,104,18,17,820.405862
2,107,17,17,407.26962000000003
2,107,18,17,232.40651200000002
2,108,17,17,5195.1914
2,108,18,17,653.8947653
2,109,18,17,39.22781526
2,110,18,17,381.379189
2,111,18,17,420.93627
2,112,18,17,165.82175082999998
2,115,18,17,598.9184793000001
2,116,17,17,6902.7163
2,116,18,17,56856.796270000006
2,117,18,17,96.2691943
2,119,18,17,248.0279306
2,122,18,17,277.96238800000003
2,123,18,17,163.63306079999998
2,126,18,17,590.5189505000001
2,127,18,17,179.13165023
2,129,18,17,6021.4902924
2,131,18,17,558.716269
2,132,17,17,72673.5913
2,132,18,17,23298.73128
2,134,18,17,164.82915655
2,135,18,17,196.17370570000003
2,136,17,17,244464.8
2,136,18,17,258612.6936
2,139,17,17,30266.475
2,139,18,17,63708.13275
2,142,18,17,524.685344
2,146,18,17,127.3424014
2,147,17,17,21814.360044999998
2,147,18,17,3022.213027
2,148,17,17,4065.7821
2,148,18,17,319.82798859999997
2,149,17,17,64089.84621
2,149,18,17,9645.629514
2,150,18,17,179.40911599999998
2,151,17,17,45.580498
2,151,18,17,86.22869
2,152,18,17,71.6177598
2,153,18,17,31.8749501
2,154,17,17,58603.074805799995
2,154,18,17,9.565370399999999
2,155,18,17,107.74999199999999
2,156,18,17,34.3306107
2,157,17,17,12566.952
2,157,18,17,48104.56515
2,158,17,17,305999.20369
2,158,18,17,434.70232999999996
2,159,18,17,746.8174300000001
2,160,18,17,293.7866887
2,161,18,17,692.3611267000001
2,162,18,17,814.5558133
2,163,18,17,369.796216
2,164,18,17,145.223749
2,165,18,17,66.2404435
2,166,18,17,436.05835350000007
2,167,18,17,436.82961300000005
2,168,18,17,226.035485
2,169,18,17,1259.7599999999998
2,170,18,17,695.6878538
2,171,18,17,814.8966078
2,172,18,17,68.51885730000001
2,173,18,17,399.5361712
2,174,18,17,1637.045364
2,175,18,17,1082.2663309999998
2,176,18,17,518.9546012000001
2,177,18,17,315.78554640000004
2,194,17,17,25349.4666
2,194,18,17,47146.015100000004
2,195,18,17,782.2614189999999
2,196,17,17,7357.968699999999
2,196,18,17,16108.0157
2,197,18,17,987.7611420000001
2,198,18,17,1415.674748
2,199,18,17,203.062602
2,200,18,17,653.8453128000001
2,201,18,17,8371.410922
2,202,18,17,15864.284880000001
2,203,18,17,123.20812000000001
2,204,18,17,3018.7742450000005
2,205,17,17,582.3531
2,205,18,17,2877.3609199999996
2,206,17,17,1601.09156
2,206,18,17,2451.758014
2,207,17,17,14255.36439
2,207,18,17,7898.115599999999
2,208,18,17,202.0984907
2,209,17,17,8327.004
2,209,18,17,3462.5541000000003
2,210,18,17,54.93038850000001
2,211,18,17,117.33019100000001
2,212,18,17,4067.5431283
2,213,18,17,208.01169099999998
2,214,17,17,2170.233
2,214,18,17,35785.787919999995
2,215,18,17,44.867721
2,217,18,17,553.962739
3,1,17,17,240.54
3,1,18,17,96.946147
3,2,17,17,362818.16
3,2,18,17,544087.4386499999
3,3,18,17,1258.3218337
3,4,17,17,2080.2634
3,4,18,17,812.020932
3,5,17,17,129.77588
3,5,18,17,2578.0995000000003
3,6,18,17,1270.6516318
3,7,18,17,107.231159
3,8,18,17,1186.549505
3,9,18,17,50.55496110000001
3,11,18,17,147.46148226
3,12,18,17,125.38462499999999
3,13,17,17,142804.91602
3,13,18,17,27572.81066
3,14,18,17,79.41828999999998
3,15,17,17,37242.1841465
3,15,18,17,36188.803517
3,16,17,17,8269.215
3,16,18,17,2704.3648940000003
3,17,18,17,88.17194500000001
3,18,17,17,17289.014160000002
3,18,18,17,6378.930052000001
3,19,18,17,286.38934900000004
3,20,17,17,154501.09172
3,20,18,17,28258.748935
3,21,17,17,18916.158532999998
3,21,18,17,10476.902794000001
3,22,17,17,344586.89259999996
3,22,18,17,1545.566186006
3,23,18,17,379.3516124
3,24,18,17,1234.7610300000001
3,25,17,17,349.5182
3,25,18,17,2352.51833
3,26,18,17,1612.8015340999998
3,27,18,17,203.0809628
3,28,18,17,128.2150609
3,29,18,17,735.389105
3,30,18,17,190.01218377
3,31,18,17,3512.464398
3,32,18,17,688.193707
3,33,18,17,491.712259
3,34,18,17,212.52385812999998
3,35,18,17,408.405432
3,36,18,17,14469.66288
3,37,17,17,1183.4801
3,37,18,17,963.7088502099999
3,38,17,17,16187.24353
3,38,18,17,5879.396263
3,39,17,17,429.52291
3,39,18,17,17352.869295
3,40,17,17,10410.005720000001
3,40,18,17,9553.38473
3,41,17,17,1128.406
3,41,18,17,28056.24654
3,42,17,17,274.50195
3,42,18,17,18646.07346
3,43,17,17,111783.01374
3,43,18,17,141311.0
3,44,17,17,49165.33233999999
3,44,18,17,3872.4480000000003
3,45,17,17,6648.159
3,45,18,17,36203.29982
3,46,17,17,111144.695
3,46,18,17,3438.44744661
3,48,18,17,2.9662824
3,49,18,17,2.06529243
3,50,18,17,3.7509572
3,51,18,17,3.5265495400000004
3,53,17,17,2136.805
3,53,18,17,102.50852611
3,54,18,17,2.8331178799999996
3,55,18,17,3873.9845540499996
3,56,18,17,2.31924931
3,57,18,17,1.48935111
3,58,18,17,1.31188871
3,59,18,17,0.36403299
3,60,18,17,0.98126316
3,61,18,17,0.7612657
3,62,18,17,2.06483368
3,63,18,17,1.741965214
3,64,18,17,0.25575477
3,65,18,17,1.67203311
3,66,18,17,0.89172708
3,67,18,17,0.7307279000000001
3,69,18,17,2.52465494
3,71,18,17,0.30452806
3,73,18,17,7.232312660000001
3,74,17,17,4999.385
3,74,18,17,961.5845818
3,75,18,17,54.729817430000004
3,76,18,17,13.559829099999998
3,77,17,17,42289.7624
3,77,18,17,1248.58571944
3,78,18,17,3.29167801
3,79,17,17,27.26137
3,79,18,17,14.20638487
3,80,18,17,12.711262600000001
3,82,17,17,16669.867
3,82,18,17,2957.65625153
3,83,18,17,6.3630014
3,85,17,17,2617.6553
3,85,18,17,79.70732315999999
3,86,18,17,26.833900200000002
3,87,17,17,39132.65
3,87,18,17,4427.83139635
3,88,18,17,564.68599492
3,89,18,17,2.85868597
3,90,18,17,22.7319935
3,91,17,17,1169.0219
3,91,18,17,4.96005105
3,93,17,17,1001.7975
3,93,18,17,6.487016409999999
3,94,18,17,5774.944804340001
3,97,18,17,21.7432908
3,98,17,17,6157.0232
3,98,18,17,249.65017255
3,100,17,17,313.6681
3,100,18,17,106.4770561
3,102,18,17,93.28541201000002
3,103,17,17,19263.389
3,103,18,17,1472.68905
3,104,17,17,9059.206
3,104,18,17,5.72212474
3,107,17,17,3443.7368
3,107,18,17,66.31781512
3,108,17,17,5788.1313
3,108,18,17,456.84469476
3,109,18,17,6.657882344999999
3,110,18,17,40.065416500000005
3,111,18,17,16.041930960000002
3,112,18,17,4.613521749999999
3,115,18,17,3.3555513
3,116,17,17,38620.555
3,116,18,17,90086.50519
3,117,18,17,0.38624188
3,119,18,17,9.627692589999999
3,122,18,17,6.2382408
3,123,18,17,2.7605634099999996
3,126,18,17,12.57430103
3,127,18,17,0.8770993199999999
3,129,18,17,4201.294292983999
3,131,18,17,42.4234038
3,132,17,17,158175.571
3,132,18,17,4852.37974
3,134,18,17,1.3100907
3,135,18,17,3128.28349496
3,136,17,17,201796.28
3,136,18,17,189100.72652999999
3,139,17,17,51469.555
3,139,18,17,27176.849460000005
3,142,18,17,1166.87052038
3,146,18,17,127.2717785
3,147,18,17,26918.460305
3,148,18,17,4132.1405268
3,149,18,17,76118.37476
3,150,18,17,140.60448100000002
3,151,18,17,184.4579141
3,152,18,17,75.163692
3,153,18,17,43.39925169999999
3,154,18,17,60022.632914999995
3,155,18,17,84.53306500000001
3,156,18,17,29.5195918
3,157,17,17,13613.928999999998
3,157,18,17,51946.316300000006
3,158,17,17,299759.68383
3,158,18,17,478.39917
3,159,18,17,768.173234
3,160,18,17,238.43219170000003
3,161,18,17,475.2360672
3,162,18,17,811.1175477
3,163,18,17,292.4409577
3,164,18,17,141.118607
3,165,18,17,67.3307444
3,166,18,17,506.65926099999996
3,167,18,17,330.0164206
3,168,18,17,193.529156
3,169,18,17,1408.4829
3,170,18,17,666.64227
3,171,18,17,846.6935636000001
3,172,18,17,50.889592300000004
3,173,18,17,401.863297
3,174,18,17,1590.259963
3,175,18,17,946.6708548000001
3,176,18,17,523.6154168
3,177,18,17,237.9313424
3,194,17,17,23500.2843
3,194,18,17,47211.8095
3,195,18,17,1175.235568
3,196,17,17,8289.82028
3,196,18,17,18463.147899999996
3,197,18,17,1404.4276825
3,198,18,17,1641.7892499999998
3,199,18,17,202.74248
3,200,18,17,535.5153230000001
3,201,18,17,6720.758355000001
3,202,18,17,18655.83124
3,203,18,17,117.82038599999998
3,204,18,17,2180.82462
3,205,17,17,609.4274499999999
3,205,18,17,3355.661234
3,206,17,17,1640.59764
3,206,18,17,2512.4242165
3,207,17,17,14340.73439
3,207,18,17,10133.39203
3,208,18,17,214.7266361
3,209,17,17,9706.4704
3,209,18,17,4560.8667399999995
3,210,18,17,50.679737
3,211,18,17,122.71827400000001
3,212,18,17,2945.6630254
3,213,18,17,257.98283799999996
3,214,17,17,2419.1406
3,214,18,17,37656.62042
3,215,18,17,39.247832
3,217,18,17,513.816399
3,223,18,17,2.8343999966999998
3,226,18,17,0.03
3,232,18,17,0.1028368793
3,235,17,17,2386.01
3,235,18,17,2235.91
3,237,18,17,1.014
3,238,17,17,0.07
3,238,18,17,0.0343999967
3,245,18,17,0.02
3,249,18,17,0.004
3,252,17,17,250.48
3,252,18,17,584.2799999999999
3,253,17,17,119.4
3,253,18,17,278.51
3,255,18,17,0.14
4,1,17,17,235.00400000000002
4,1,18,17,99.036404
4,2,17,17,366166.3
4,2,18,17,549161.9515000001
4,3,18,17,927.4056165999999
4,4,17,17,1933.0051
4,4,18,17,772.406555
4,5,17,17,159.12906999999998
4,5,18,17,2985.4863000000005
4,6,18,17,1606.104281
4,7,18,17,122.186277
4,8,18,17,1344.4948639999998
4,9,18,17,40.462893400000006
4,11,18,17,126.18983039999999
4,12,18,17,101.76910600000001
4,13,17,17,147217.20156000002
4,13,18,17,28326.629338000002
4,14,18,17,58.853308
4,15,17,17,37668.231291
4,15,18,17,36516.300245
4,16,17,17,8112.3306
4,16,18,17,2804.5973839999997
4,17,18,17,109.53216800000001
4,18,17,17,18209.715305
4,18,18,17,6717.334463
4,19,18,17,286.618555
4,20,17,17,151232.4573
4,20,18,17,27634.979527
4,21,17,17,18876.7570663
4,21,18,17,10542.8638397
4,22,17,17,340548.88146
4,22,18,17,1601.1289330060001
4,23,18,17,278.5383931
4,24,18,17,983.9323099999999
4,25,17,17,345.6058
4,25,18,17,2142.364774
4,26,18,17,1950.24040197
4,27,18,17,181.1910018
4,28,18,17,164.67895399999998
4,29,18,17,833.3550409999999
4,30,18,17,121.8151895
4,31,18,17,2517.3759959999998
4,32,18,17,647.332363
4,33,18,17,354.78050900000005
4,34,18,17,211.70343971
4,35,18,17,376.943387
4,36,18,17,15135.531930000001
4,37,17,17,1204.3102
4,37,18,17,1119.140101415
4,38,17,17,17110.8787
4,38,18,17,5954.661945000001
4,39,17,17,441.45829
4,39,18,17,19114.0509
4,40,17,17,11620.429199999999
4,40,18,17,9365.05576
4,41,17,17,1051.4503
4,41,18,17,25744.285385999996
4,42,17,17,285.17303
4,42,18,17,17748.120398000003
4,43,17,17,116788.27846
4,43,18,17,149992.6715
4,44,17,17,48088.581955
4,44,18,17,4357.9991
4,45,17,17,6221.4927
4,45,18,17,38322.169819999996
4,46,17,17,111136.04
4,46,18,17,3474.95116161
4,48,18,17,3.18125473
4,49,18,17,2.19441122
4,50,18,17,3.9254029999999998
4,51,18,17,3.75356766
4,53,17,17,2136.6387
4,53,18,17,102.65125765
4,54,18,17,3.01266834
4,55,18,17,3873.9029901100002
4,56,18,17,2.46731581
4,57,18,17,1.5835530100000001
4,58,18,17,1.39457231
4,59,18,17,0.39134111
4,60,18,17,1.0449523
4,61,18,17,0.8190400099999999
4,62,18,17,2.12600878
4,63,18,17,1.8053029
4,64,18,17,0.27235457
4,65,18,17,1.77809211
4,66,18,17,0.96250302
4,67,18,17,0.77815586
4,69,18,17,2.55935875
4,71,18,17,0.32182884
4,73,18,17,7.7148259
4,74,17,17,4998.9946
4,74,18,17,961.7012401
4,75,18,17,56.9349368
4,76,18,17,14.103747000000002
4,77,17,17,42456.0582
4,77,18,17,1248.52019185
4,78,18,17,3.44221151
4,79,17,17,29.030775
4,79,18,17,15.01320048
4,80,18,17,13.3486182
4,82,17,17,16668.57
4,82,18,17,2975.48334074
4,83,18,17,6.774240900000001
4,85,17,17,2617.4512
4,85,18,17,79.93292401000001
4,86,18,17,27.3692808
4,87,17,17,39129.6
4,87,18,17,4540.57192384
4,88,18,17,565.07694727
4,89,18,17,3.04842189
4,90,18,17,23.735808900000002
4,91,17,17,1168.9307
4,91,18,17,5.2868588800000005
4,93,17,17,1001.7194
4,93,18,17,6.8260821
4,94,18,17,6027.76436125
4,97,18,17,22.8731614
4,98,17,17,6355.3744
4,98,18,17,260.67543504
4,100,17,17,327.39799999999997
4,100,18,17,111.2031924
4,102,18,17,103.23887301
4,103,17,17,19261.89
4,103,18,17,1591.29115
4,104,17,17,9455.746
4,104,18,17,6.10841632
4,107,17,17,3443.4688
4,107,18,17,70.62567063
4,108,17,17,5787.6807
4,108,18,17,482.7581852
4,109,18,17,6.9568827099999995
4,110,18,17,41.40402975000001
4,111,18,17,16.8632936
4,112,18,17,4.954955099999999
4,115,18,17,3.5240506
4,116,17,17,38617.547
4,116,18,17,93997.22357999999
4,117,18,17,0.41131097
4,119,18,17,10.15707437
4,122,18,17,6.5723540400000005
4,123,18,17,2.95212419
4,126,18,17,13.09084421
4,127,18,17,0.9252925599999999
4,129,18,17,4385.2158979
4,131,18,17,43.7014115
4,132,17,17,160457.776
4,132,18,17,5002.33223
4,134,18,17,1.3951223999999998
4,135,18,17,3265.2242180999997
4,136,17,17,201780.58
4,136,18,17,197263.2367
4,139,17,17,51465.54
4,139,18,17,28356.58163
4,142,18,17,1217.96872675
4,146,18,17,130.71363200000002
4,147,18,17,28863.4605347
4,148,18,17,3893.6493197
4,149,18,17,78426.54995
4,150,18,17,106.4965099
4,151,18,17,236.4640412
4,152,18,17,79.6135895
4,153,18,17,55.1566184
4,154,18,17,61559.4265816
4,155,18,17,63.332117
4,156,18,17,25.021090129999997
4,157,17,17,14602.04
4,157,18,17,55558.075710000005
4,158,17,17,293852.30730000004
4,158,18,17,524.7525
4,159,18,17,794.0519514
4,160,18,17,198.91308859999998
4,161,18,17,320.4544717
4,162,18,17,810.6629267000001
4,163,18,17,219.94539170000002
4,164,18,17,141.723248
4,165,18,17,70.8518087
4,166,18,17,583.14964
4,167,18,17,224.5002467
4,168,18,17,168.20715
4,169,18,17,1572.64508
4,170,18,17,639.2565736
4,171,18,17,884.18332
4,172,18,17,39.929502299999996
4,173,18,17,405.7250735
4,174,18,17,1552.12925
4,175,18,17,814.8952227000001
4,176,18,17,530.3119107
4,177,18,17,165.23159249999998
4,194,17,17,21518.581000000002
4,194,18,17,47396.8977
4,195,18,17,1542.1957160000002
4,196,17,17,9262.118600000002
4,196,18,17,20783.1279
4,197,18,17,1778.611743
4,198,18,17,1838.9050320000001
4,199,18,17,203.49710399999998
4,200,18,17,430.2150106
4,201,18,17,5268.880535
4,202,18,17,21323.58522
4,203,18,17,112.899843
4,204,18,17,1435.7350660000002
4,205,17,17,634.18217
4,205,18,17,3758.00172
4,206,17,17,1679.91196
4,206,18,17,2572.543954
4,207,17,17,14395.347579999998
4,207,18,17,12157.782576
4,208,18,17,227.3055497
4,209,17,17,11145.213600000001
4,209,18,17,5603.6267
4,210,18,17,46.27300434
4,211,18,17,127.34598299999999
4,212,18,17,1947.7346003
4,213,18,17,308.68157900000006
4,214,17,17,2671.89343
4,214,18,17,39632.74374
4,215,18,17,33.778236
4,217,18,17,478.164571
4,223,18,17,2.9443999967
4,226,18,17,0.03
4,232,18,17,0.1156737587
4,235,17,17,2305.92
4,235,18,17,2254.29
4,237,18,17,1.054
4,238,17,17,0.07
4,238,18,17,0.0343999967
4,245,18,17,0.02
4,249,18,17,0.004
4,252,17,17,248.52
4,252,18,17,604.91
4,253,17,17,119.51
4,253,18,17,290.89
4,255,18,17,0.13
5,1,17,17,229.468
5,1,18,17,104.17814999999999
5,2,17,17,369610.25
5,2,18,17,554392.56214
5,3,18,17,596.51445
5,4,17,17,1785.7466
5,4,18,17,730.017928
5,5,17,17,189.87233999999998
5,5,18,17,3382.0002999999997
5,6,18,17,1905.922495
5,7,18,17,138.8882415
5,8,18,17,1503.784672
5,9,18,17,29.591064600000003
5,11,18,17,107.39047795
5,12,18,17,79.146605
5,13,17,17,154848.86128
5,13,18,17,29694.885578
5,14,18,17,38.641531
5,15,17,17,38953.540436999996
5,15,18,17,37663.049530000004
5,16,17,17,8152.5947
5,16,18,17,2948.120957
5,17,18,17,132.7260175
5,18,17,17,19510.939400000003
5,18,18,17,7194.277891000001
5,19,18,17,287.95151799999996
5,20,17,17,151647.02758999998
5,20,18,17,27673.727629999998
5,21,17,17,19280.006733000002
5,21,18,17,10843.0377928
5,22,17,17,344659.26723999996
5,22,18,17,1658.365818016
5,23,18,17,177.92787099999998
5,24,18,17,730.12423
5,25,17,17,341.6927
5,25,18,17,1955.7822099999998
5,26,18,17,2305.07085557
5,27,18,17,158.6842615
5,28,18,17,201.433855
5,29,18,17,930.5679640000001
5,30,18,17,60.35170025
5,31,18,17,1620.68269
5,32,18,17,606.591654
5,33,18,17,218.064763
5,34,18,17,210.93518801000002
5,35,18,17,345.51979600000004
