"CostBmpSubmittedId","CostProfileId","SectorId","BmpId","AnimalId","LifespanYears","Capital","OandM","Opportunity","Notes","TotalCostPerUnit"
1,1,1,31,1,1,19.53,0.00,0.00,,20.51
2,2,1,31,1,1,19.53,0.00,0.00,,20.51
3,3,1,31,1,1,19.53,0.00,0.00,,20.51
4,4,1,31,1,1,19.53,0.00,0.00,,20.51
5,5,1,31,1,1,19.53,0.00,0.00,,20.51
6,6,1,31,1,1,19.53,0.00,0.00,,20.51
7,7,1,31,1,1,19.53,0.00,0.00,,20.51
8,8,1,31,1,1,19.53,0.00,0.00,,20.51
9,1,1,31,2,1,19.53,0.00,0.00,,20.51
10,2,1,31,2,1,19.53,0.00,0.00,,20.51
11,3,1,31,2,1,19.53,0.00,0.00,,20.51
12,4,1,31,2,1,19.53,0.00,0.00,,20.51
13,5,1,31,2,1,19.53,0.00,0.00,,20.51
14,6,1,31,2,1,19.53,0.00,0.00,,20.51
15,7,1,31,2,1,19.53,0.00,0.00,,20.51
16,8,1,31,2,1,19.53,0.00,0.00,,20.51
17,1,1,31,3,1,19.53,0.00,0.00,,20.51
18,2,1,31,3,1,19.53,0.00,0.00,,20.51
19,3,1,31,3,1,19.53,0.00,0.00,,20.51
20,4,1,31,3,1,19.53,0.00,0.00,,20.51
21,5,1,31,3,1,19.53,0.00,0.00,,20.51
22,6,1,31,3,1,19.53,0.00,0.00,,20.51
23,7,1,31,3,1,19.53,0.00,0.00,,20.51
24,8,1,31,3,1,19.53,0.00,0.00,,20.51
25,1,1,31,4,1,19.53,0.00,0.00,,20.51
26,2,1,31,4,1,19.53,0.00,0.00,,20.51
27,3,1,31,4,1,19.53,0.00,0.00,,20.51
28,4,1,31,4,1,19.53,0.00,0.00,,20.51
29,5,1,31,4,1,19.53,0.00,0.00,,20.51
30,6,1,31,4,1,19.53,0.00,0.00,,20.51
31,7,1,31,4,1,19.53,0.00,0.00,,20.51
32,8,1,31,4,1,19.53,0.00,0.00,,20.51
33,1,1,31,5,1,19.53,0.00,0.00,,20.51
34,2,1,31,5,1,19.53,0.00,0.00,,20.51
35,3,1,31,5,1,19.53,0.00,0.00,,20.51
36,4,1,31,5,1,19.53,0.00,0.00,,20.51
37,5,1,31,5,1,19.53,0.00,0.00,,20.51
38,6,1,31,5,1,19.53,0.00,0.00,,20.51
39,7,1,31,5,1,19.53,0.00,0.00,,20.51
40,8,1,31,5,1,19.53,0.00,0.00,,20.51
41,1,1,31,6,1,19.53,0.00,0.00,,20.51
42,2,1,31,6,1,19.53,0.00,0.00,,20.51
43,3,1,31,6,1,19.53,0.00,0.00,,20.51
44,4,1,31,6,1,19.53,0.00,0.00,,20.51
45,5,1,31,6,1,19.53,0.00,0.00,,20.51
46,6,1,31,6,1,19.53,0.00,0.00,,20.51
47,7,1,31,6,1,19.53,0.00,0.00,,20.51
48,8,1,31,6,1,19.53,0.00,0.00,,20.51
49,1,1,31,7,1,19.53,0.00,0.00,,20.51
50,2,1,31,7,1,19.53,0.00,0.00,,20.51
51,3,1,31,7,1,19.53,0.00,0.00,,20.51
52,4,1,31,7,1,19.53,0.00,0.00,,20.51
53,5,1,31,7,1,19.53,0.00,0.00,,20.51
54,6,1,31,7,1,19.53,0.00,0.00,,20.51
55,7,1,31,7,1,19.53,0.00,0.00,,20.51
56,8,1,31,7,1,19.53,0.00,0.00,,20.51
57,1,1,31,8,1,19.53,0.00,0.00,,20.51
58,2,1,31,8,1,19.53,0.00,0.00,,20.51
59,3,1,31,8,1,19.53,0.00,0.00,,20.51
60,4,1,31,8,1,19.53,0.00,0.00,,20.51
61,5,1,31,8,1,19.53,0.00,0.00,,20.51
62,6,1,31,8,1,19.53,0.00,0.00,,20.51
63,7,1,31,8,1,19.53,0.00,0.00,,20.51
64,8,1,31,8,1,19.53,0.00,0.00,,20.51
65,1,1,31,9,1,19.53,0.00,0.00,,20.51
66,2,1,31,9,1,19.53,0.00,0.00,,20.51
67,3,1,31,9,1,19.53,0.00,0.00,,20.51
68,4,1,31,9,1,19.53,0.00,0.00,,20.51
69,5,1,31,9,1,19.53,0.00,0.00,,20.51
70,6,1,31,9,1,19.53,0.00,0.00,,20.51
71,7,1,31,9,1,19.53,0.00,0.00,,20.51
72,8,1,31,9,1,19.53,0.00,0.00,,20.51
73,1,1,31,10,1,19.53,0.00,0.00,,20.51
74,2,1,31,10,1,19.53,0.00,0.00,,20.51
75,3,1,31,10,1,19.53,0.00,0.00,,20.51
76,4,1,31,10,1,19.53,0.00,0.00,,20.51
77,5,1,31,10,1,19.53,0.00,0.00,,20.51
78,6,1,31,10,1,19.53,0.00,0.00,,20.51
79,7,1,31,10,1,19.53,0.00,0.00,,20.51
80,8,1,31,10,1,19.53,0.00,0.00,,20.51
81,1,1,31,11,1,19.53,0.00,0.00,,20.51
82,2,1,31,11,1,19.53,0.00,0.00,,20.51
83,3,1,31,11,1,19.53,0.00,0.00,,20.51
84,4,1,31,11,1,19.53,0.00,0.00,,20.51
85,5,1,31,11,1,19.53,0.00,0.00,,20.51
86,6,1,31,11,1,19.53,0.00,0.00,,20.51
87,7,1,31,11,1,19.53,0.00,0.00,,20.51
88,8,1,31,11,1,19.53,0.00,0.00,,20.51
89,1,1,31,12,1,19.53,0.00,0.00,,20.51
90,2,1,31,12,1,19.53,0.00,0.00,,20.51
91,3,1,31,12,1,19.53,0.00,0.00,,20.51
92,4,1,31,12,1,19.53,0.00,0.00,,20.51
93,5,1,31,12,1,19.53,0.00,0.00,,20.51
94,6,1,31,12,1,19.53,0.00,0.00,,20.51
95,7,1,31,12,1,19.53,0.00,0.00,,20.51
96,8,1,31,12,1,19.53,0.00,0.00,,20.51
97,1,1,35,1,15,402.49,34.21,0.00,,72.99
98,2,1,35,1,15,325.64,27.68,0.00,,59.05
99,3,1,35,1,15,363.70,30.91,0.00,,65.95
100,4,1,35,1,15,402.49,34.21,0.00,,72.99
101,5,1,35,1,15,335.38,28.51,0.00,,60.82
102,6,1,35,1,15,352.10,29.93,0.00,,63.85
103,7,1,35,1,15,687.76,58.46,0.00,,124.72
104,8,1,35,1,15,350.36,29.78,0.00,,63.53
105,1,1,35,2,15,402.49,34.21,0.00,,72.99
106,2,1,35,2,15,325.64,27.68,0.00,,59.05
107,3,1,35,2,15,363.70,30.91,0.00,,65.95
108,4,1,35,2,15,402.49,34.21,0.00,,72.99
109,5,1,35,2,15,335.38,28.51,0.00,,60.82
110,6,1,35,2,15,352.10,29.93,0.00,,63.85
111,7,1,35,2,15,687.76,58.46,0.00,,124.72
112,8,1,35,2,15,350.36,29.78,0.00,,63.53
113,1,1,35,3,15,402.49,34.21,0.00,,72.99
114,2,1,35,3,15,325.64,27.68,0.00,,59.05
115,3,1,35,3,15,363.70,30.91,0.00,,65.95
116,4,1,35,3,15,402.49,34.21,0.00,,72.99
117,5,1,35,3,15,335.38,28.51,0.00,,60.82
118,6,1,35,3,15,352.10,29.93,0.00,,63.85
119,7,1,35,3,15,687.76,58.46,0.00,,124.72
120,8,1,35,3,15,350.36,29.78,0.00,,63.53
121,1,1,35,4,15,402.49,34.21,0.00,,72.99
122,2,1,35,4,15,325.64,27.68,0.00,,59.05
123,3,1,35,4,15,363.70,30.91,0.00,,65.95
124,4,1,35,4,15,402.49,34.21,0.00,,72.99
125,5,1,35,4,15,335.38,28.51,0.00,,60.82
126,6,1,35,4,15,352.10,29.93,0.00,,63.85
127,7,1,35,4,15,687.76,58.46,0.00,,124.72
128,8,1,35,4,15,350.36,29.78,0.00,,63.53
129,1,1,35,5,15,402.49,34.21,0.00,,72.99
130,2,1,35,5,15,325.64,27.68,0.00,,59.05
131,3,1,35,5,15,363.70,30.91,0.00,,65.95
132,4,1,35,5,15,402.49,34.21,0.00,,72.99
133,5,1,35,5,15,335.38,28.51,0.00,,60.82
134,6,1,35,5,15,352.10,29.93,0.00,,63.85
135,7,1,35,5,15,687.76,58.46,0.00,,124.72
136,8,1,35,5,15,350.36,29.78,0.00,,63.53
137,1,1,35,6,15,402.49,34.21,0.00,,72.99
138,2,1,35,6,15,325.64,27.68,0.00,,59.05
139,3,1,35,6,15,363.70,30.91,0.00,,65.95
140,4,1,35,6,15,402.49,34.21,0.00,,72.99
141,5,1,35,6,15,335.38,28.51,0.00,,60.82
142,6,1,35,6,15,352.10,29.93,0.00,,63.85
143,7,1,35,6,15,687.76,58.46,0.00,,124.72
144,8,1,35,6,15,350.36,29.78,0.00,,63.53
145,1,1,35,7,15,402.49,34.21,0.00,,72.99
146,2,1,35,7,15,325.64,27.68,0.00,,59.05
147,3,1,35,7,15,363.70,30.91,0.00,,65.95
148,4,1,35,7,15,402.49,34.21,0.00,,72.99
149,5,1,35,7,15,335.38,28.51,0.00,,60.82
150,6,1,35,7,15,352.10,29.93,0.00,,63.85
151,7,1,35,7,15,687.76,58.46,0.00,,124.72
152,8,1,35,7,15,350.36,29.78,0.00,,63.53
153,1,1,35,8,15,402.49,34.21,0.00,,72.99
154,2,1,35,8,15,325.64,27.68,0.00,,59.05
155,3,1,35,8,15,363.70,30.91,0.00,,65.95
156,4,1,35,8,15,402.49,34.21,0.00,,72.99
157,5,1,35,8,15,335.38,28.51,0.00,,60.82
158,6,1,35,8,15,352.10,29.93,0.00,,63.85
159,7,1,35,8,15,687.76,58.46,0.00,,124.72
160,8,1,35,8,15,350.36,29.78,0.00,,63.53
161,1,1,35,9,15,402.49,34.21,0.00,,72.99
162,2,1,35,9,15,325.64,27.68,0.00,,59.05
163,3,1,35,9,15,363.70,30.91,0.00,,65.95
164,4,1,35,9,15,402.49,34.21,0.00,,72.99
165,5,1,35,9,15,335.38,28.51,0.00,,60.82
166,6,1,35,9,15,352.10,29.93,0.00,,63.85
167,7,1,35,9,15,687.76,58.46,0.00,,124.72
168,8,1,35,9,15,350.36,29.78,0.00,,63.53
169,1,1,35,10,15,402.49,34.21,0.00,,72.99
170,2,1,35,10,15,325.64,27.68,0.00,,59.05
171,3,1,35,10,15,363.70,30.91,0.00,,65.95
172,4,1,35,10,15,402.49,34.21,0.00,,72.99
173,5,1,35,10,15,335.38,28.51,0.00,,60.82
174,6,1,35,10,15,352.10,29.93,0.00,,63.85
175,7,1,35,10,15,687.76,58.46,0.00,,124.72
176,8,1,35,10,15,350.36,29.78,0.00,,63.53
177,1,1,35,11,15,402.49,34.21,0.00,,72.99
178,2,1,35,11,15,325.64,27.68,0.00,,59.05
179,3,1,35,11,15,363.70,30.91,0.00,,65.95
180,4,1,35,11,15,402.49,34.21,0.00,,72.99
181,5,1,35,11,15,335.38,28.51,0.00,,60.82
182,6,1,35,11,15,352.10,29.93,0.00,,63.85
183,7,1,35,11,15,687.76,58.46,0.00,,124.72
184,8,1,35,11,15,350.36,29.78,0.00,,63.53
185,1,1,35,12,15,402.49,34.21,0.00,,72.99
186,2,1,35,12,15,325.64,27.68,0.00,,59.05
187,3,1,35,12,15,363.70,30.91,0.00,,65.95
188,4,1,35,12,15,402.49,34.21,0.00,,72.99
189,5,1,35,12,15,335.38,28.51,0.00,,60.82
190,6,1,35,12,15,352.10,29.93,0.00,,63.85
191,7,1,35,12,15,687.76,58.46,0.00,,124.72
192,8,1,35,12,15,350.36,29.78,0.00,,63.53
193,1,1,69,1,1,0.00,0.00,0.00,BMP represents a technology that may be developed in the future. No cost is available currently. ,0.0
194,2,1,69,1,1,0.00,0.00,0.00,BMP represents a technology that may be developed in the future. No cost is available currently. ,0.0
195,3,1,69,1,1,0.00,0.00,0.00,BMP represents a technology that may be developed in the future. No cost is available currently. ,0.0
196,4,1,69,1,1,0.00,0.00,0.00,BMP represents a technology that may be developed in the future. No cost is available currently. ,0.0
197,5,1,69,1,1,0.00,0.00,0.00,BMP represents a technology that may be developed in the future. No cost is available currently. ,0.0
198,6,1,69,1,1,0.00,0.00,0.00,BMP represents a technology that may be developed in the future. No cost is available currently. ,0.0
199,7,1,69,1,1,0.00,0.00,0.00,BMP represents a technology that may be developed in the future. No cost is available currently. ,0.0
200,8,1,69,1,1,0.00,0.00,0.00,BMP represents a technology that may be developed in the future. No cost is available currently. ,0.0
201,1,1,69,2,1,0.00,0.00,0.00,BMP represents a technology that may be developed in the future. No cost is available currently. ,0.0
202,2,1,69,2,1,0.00,0.00,0.00,BMP represents a technology that may be developed in the future. No cost is available currently. ,0.0
203,3,1,69,2,1,0.00,0.00,0.00,BMP represents a technology that may be developed in the future. No cost is available currently. ,0.0
204,4,1,69,2,1,0.00,0.00,0.00,BMP represents a technology that may be developed in the future. No cost is available currently. ,0.0
205,5,1,69,2,1,0.00,0.00,0.00,BMP represents a technology that may be developed in the future. No cost is available currently. ,0.0
206,6,1,69,2,1,0.00,0.00,0.00,BMP represents a technology that may be developed in the future. No cost is available currently. ,0.0
207,7,1,69,2,1,0.00,0.00,0.00,BMP represents a technology that may be developed in the future. No cost is available currently. ,0.0
208,8,1,69,2,1,0.00,0.00,0.00,BMP represents a technology that may be developed in the future. No cost is available currently. ,0.0
209,1,1,69,5,1,0.00,0.00,0.00,BMP represents a technology that may be developed in the future. No cost is available currently. ,0.0
210,2,1,69,5,1,0.00,0.00,0.00,BMP represents a technology that may be developed in the future. No cost is available currently. ,0.0
211,3,1,69,5,1,0.00,0.00,0.00,BMP represents a technology that may be developed in the future. No cost is available currently. ,0.0
212,4,1,69,5,1,0.00,0.00,0.00,BMP represents a technology that may be developed in the future. No cost is available currently. ,0.0
213,5,1,69,5,1,0.00,0.00,0.00,BMP represents a technology that may be developed in the future. No cost is available currently. ,0.0
214,6,1,69,5,1,0.00,0.00,0.00,BMP represents a technology that may be developed in the future. No cost is available currently. ,0.0
215,7,1,69,5,1,0.00,0.00,0.00,BMP represents a technology that may be developed in the future. No cost is available currently. ,0.0
216,8,1,69,5,1,0.00,0.00,0.00,BMP represents a technology that may be developed in the future. No cost is available currently. ,0.0
217,1,1,69,9,1,0.00,0.00,0.00,BMP represents a technology that may be developed in the future. No cost is available currently. ,0.0
218,2,1,69,9,1,0.00,0.00,0.00,BMP represents a technology that may be developed in the future. No cost is available currently. ,0.0
219,3,1,69,9,1,0.00,0.00,0.00,BMP represents a technology that may be developed in the future. No cost is available currently. ,0.0
220,4,1,69,9,1,0.00,0.00,0.00,BMP represents a technology that may be developed in the future. No cost is available currently. ,0.0
221,5,1,69,9,1,0.00,0.00,0.00,BMP represents a technology that may be developed in the future. No cost is available currently. ,0.0
222,6,1,69,9,1,0.00,0.00,0.00,BMP represents a technology that may be developed in the future. No cost is available currently. ,0.0
223,7,1,69,9,1,0.00,0.00,0.00,BMP represents a technology that may be developed in the future. No cost is available currently. ,0.0
224,8,1,69,9,1,0.00,0.00,0.00,BMP represents a technology that may be developed in the future. No cost is available currently. ,0.0
241,1,1,71,6,1,0.00,-43.99,0.00,,-43.99
242,2,1,71,6,1,0.00,-43.99,0.00,,-43.99
243,3,1,71,6,1,0.00,-43.99,0.00,,-43.99
244,4,1,71,6,1,0.00,-43.99,0.00,,-43.99
245,5,1,71,6,1,0.00,-43.99,0.00,,-43.99
246,6,1,71,6,1,0.00,-43.99,0.00,,-43.99
247,7,1,71,6,1,0.00,-43.99,0.00,,-43.99
248,8,1,71,6,1,0.00,-43.99,0.00,,-43.99
249,1,1,203,1,1,79.87,0.00,0.00,,83.86
250,2,1,203,1,1,92.74,0.00,0.00,,97.38
251,3,1,203,1,1,60.68,0.00,0.00,,63.71
252,4,1,203,1,1,79.87,0.00,0.00,,83.86
253,5,1,203,1,1,92.56,0.00,0.00,,97.19
254,6,1,203,1,1,92.57,0.00,0.00,,97.2
255,7,1,203,1,1,60.81,0.00,0.00,,63.85
256,8,1,203,1,1,79.87,0.00,0.00,,83.86
257,1,1,203,2,1,79.87,0.00,0.00,,83.86
258,2,1,203,2,1,92.74,0.00,0.00,,97.38
259,3,1,203,2,1,60.68,0.00,0.00,,63.71
260,4,1,203,2,1,79.87,0.00,0.00,,83.86
261,5,1,203,2,1,92.56,0.00,0.00,,97.19
262,6,1,203,2,1,92.57,0.00,0.00,,97.2
263,7,1,203,2,1,60.81,0.00,0.00,,63.85
264,8,1,203,2,1,79.87,0.00,0.00,,83.86
265,1,1,203,5,1,79.87,0.00,0.00,,83.86
266,2,1,203,5,1,92.74,0.00,0.00,,97.38
267,3,1,203,5,1,60.68,0.00,0.00,,63.71
268,4,1,203,5,1,79.87,0.00,0.00,,83.86
269,5,1,203,5,1,92.56,0.00,0.00,,97.19
270,6,1,203,5,1,92.57,0.00,0.00,,97.2
271,7,1,203,5,1,60.81,0.00,0.00,,63.85
272,8,1,203,5,1,79.87,0.00,0.00,,83.86
273,1,1,203,9,1,79.87,0.00,0.00,,83.86
274,2,1,203,9,1,92.74,0.00,0.00,,97.38
275,3,1,203,9,1,60.68,0.00,0.00,,63.71
276,4,1,203,9,1,79.87,0.00,0.00,,83.86
277,5,1,203,9,1,92.56,0.00,0.00,,97.19
278,6,1,203,9,1,92.57,0.00,0.00,,97.2
279,7,1,203,9,1,60.81,0.00,0.00,,63.85
280,8,1,203,9,1,79.87,0.00,0.00,,83.86
281,1,1,204,1,20,333.23,12.50,0.00,,39.24
282,2,1,204,1,20,333.23,12.50,0.00,,39.24
283,3,1,204,1,20,333.23,12.50,0.00,,39.24
284,4,1,204,1,20,333.23,12.50,0.00,,39.24
285,5,1,204,1,20,333.23,12.50,0.00,,39.24
286,6,1,204,1,20,333.23,12.50,0.00,,39.24
287,7,1,204,1,20,333.23,12.50,0.00,,39.24
288,8,1,204,1,20,333.23,12.50,0.00,,39.24
289,1,1,204,2,20,333.23,12.50,0.00,,39.24
290,2,1,204,2,20,333.23,12.50,0.00,,39.24
291,3,1,204,2,20,333.23,12.50,0.00,,39.24
292,4,1,204,2,20,333.23,12.50,0.00,,39.24
293,5,1,204,2,20,333.23,12.50,0.00,,39.24
294,6,1,204,2,20,333.23,12.50,0.00,,39.24
295,7,1,204,2,20,333.23,12.50,0.00,,39.24
296,8,1,204,2,20,333.23,12.50,0.00,,39.24
297,1,1,204,5,20,333.23,12.50,0.00,,39.24
298,2,1,204,5,20,333.23,12.50,0.00,,39.24
299,3,1,204,5,20,333.23,12.50,0.00,,39.24
300,4,1,204,5,20,333.23,12.50,0.00,,39.24
301,5,1,204,5,20,333.23,12.50,0.00,,39.24
302,6,1,204,5,20,333.23,12.50,0.00,,39.24
303,7,1,204,5,20,333.23,12.50,0.00,,39.24
304,8,1,204,5,20,333.23,12.50,0.00,,39.24
305,1,1,204,9,20,333.23,12.50,0.00,,39.24
306,2,1,204,9,20,333.23,12.50,0.00,,39.24
307,3,1,204,9,20,333.23,12.50,0.00,,39.24
308,4,1,204,9,20,333.23,12.50,0.00,,39.24
309,5,1,204,9,20,333.23,12.50,0.00,,39.24
310,6,1,204,9,20,333.23,12.50,0.00,,39.24
311,7,1,204,9,20,333.23,12.50,0.00,,39.24
312,8,1,204,9,20,333.23,12.50,0.00,,39.24
313,1,1,205,3,10,1624.31,48.73,0.00,,259.09
314,2,1,205,3,10,1980.08,59.40,0.00,,315.83
315,3,1,205,3,10,1652.16,49.56,0.00,,263.52
316,4,1,205,3,10,1624.31,48.73,0.00,,259.09
317,5,1,205,3,10,2029.08,60.87,0.00,,323.65
318,6,1,205,3,10,1872.03,56.16,0.00,,298.6
319,7,1,205,3,10,1059.14,31.77,0.00,,168.93
320,8,1,205,3,10,1153.37,34.60,0.00,,183.97
321,1,1,205,4,10,1624.31,48.73,0.00,,259.09
322,2,1,205,4,10,1980.08,59.40,0.00,,315.83
323,3,1,205,4,10,1652.16,49.56,0.00,,263.52
324,4,1,205,4,10,1624.31,48.73,0.00,,259.09
325,5,1,205,4,10,2029.08,60.87,0.00,,323.65
326,6,1,205,4,10,1872.03,56.16,0.00,,298.6
327,7,1,205,4,10,1059.14,31.77,0.00,,168.93
328,8,1,205,4,10,1153.37,34.60,0.00,,183.97
329,1,1,205,6,10,1624.31,48.73,0.00,,259.09
330,2,1,205,6,10,1980.08,59.40,0.00,,315.83
331,3,1,205,6,10,1652.16,49.56,0.00,,263.52
332,4,1,205,6,10,1624.31,48.73,0.00,,259.09
333,5,1,205,6,10,2029.08,60.87,0.00,,323.65
334,6,1,205,6,10,1872.03,56.16,0.00,,298.6
335,7,1,205,6,10,1059.14,31.77,0.00,,168.93
336,8,1,205,6,10,1153.37,34.60,0.00,,183.97
337,1,1,205,7,10,1624.31,48.73,0.00,,259.09
338,2,1,205,7,10,1980.08,59.40,0.00,,315.83
339,3,1,205,7,10,1652.16,49.56,0.00,,263.52
340,4,1,205,7,10,1624.31,48.73,0.00,,259.09
341,5,1,205,7,10,2029.08,60.87,0.00,,323.65
342,6,1,205,7,10,1872.03,56.16,0.00,,298.6
343,7,1,205,7,10,1059.14,31.77,0.00,,168.93
344,8,1,205,7,10,1153.37,34.60,0.00,,183.97
345,1,1,205,10,10,1624.31,48.73,0.00,,259.09
346,2,1,205,10,10,1980.08,59.40,0.00,,315.83
347,3,1,205,10,10,1652.16,49.56,0.00,,263.52
348,4,1,205,10,10,1624.31,48.73,0.00,,259.09
349,5,1,205,10,10,2029.08,60.87,0.00,,323.65
350,6,1,205,10,10,1872.03,56.16,0.00,,298.6
351,7,1,205,10,10,1059.14,31.77,0.00,,168.93
352,8,1,205,10,10,1153.37,34.60,0.00,,183.97
353,1,1,206,1,15,917.45,27.52,0.00,,115.91
354,2,1,206,1,15,931.34,27.94,0.00,,117.67
355,3,1,206,1,15,1023.34,30.70,0.00,,129.29
356,4,1,206,1,15,917.45,27.52,0.00,,115.91
357,5,1,206,1,15,995.12,29.85,0.00,,125.72
358,6,1,206,1,15,898.70,26.96,0.00,,113.54
359,7,1,206,1,15,684.28,20.53,0.00,,86.46
360,8,1,206,1,15,971.90,29.16,0.00,,122.8
361,1,1,206,2,15,917.45,27.52,0.00,,115.91
362,2,1,206,2,15,931.34,27.94,0.00,,117.67
363,3,1,206,2,15,1023.34,30.70,0.00,,129.29
364,4,1,206,2,15,917.45,27.52,0.00,,115.91
365,5,1,206,2,15,995.12,29.85,0.00,,125.72
366,6,1,206,2,15,898.70,26.96,0.00,,113.54
367,7,1,206,2,15,684.28,20.53,0.00,,86.46
368,8,1,206,2,15,971.90,29.16,0.00,,122.8
369,1,1,206,3,15,917.45,27.52,0.00,,115.91
370,2,1,206,3,15,931.34,27.94,0.00,,117.67
371,3,1,206,3,15,1023.34,30.70,0.00,,129.29
372,4,1,206,3,15,917.45,27.52,0.00,,115.91
373,5,1,206,3,15,995.12,29.85,0.00,,125.72
374,6,1,206,3,15,898.70,26.96,0.00,,113.54
375,7,1,206,3,15,684.28,20.53,0.00,,86.46
376,8,1,206,3,15,971.90,29.16,0.00,,122.8
377,1,1,206,4,15,917.45,27.52,0.00,,115.91
378,2,1,206,4,15,931.34,27.94,0.00,,117.67
379,3,1,206,4,15,1023.34,30.70,0.00,,129.29
380,4,1,206,4,15,917.45,27.52,0.00,,115.91
381,5,1,206,4,15,995.12,29.85,0.00,,125.72
382,6,1,206,4,15,898.70,26.96,0.00,,113.54
383,7,1,206,4,15,684.28,20.53,0.00,,86.46
384,8,1,206,4,15,971.90,29.16,0.00,,122.8
385,1,1,206,5,15,917.45,27.52,0.00,,115.91
386,2,1,206,5,15,931.34,27.94,0.00,,117.67
387,3,1,206,5,15,1023.34,30.70,0.00,,129.29
388,4,1,206,5,15,917.45,27.52,0.00,,115.91
389,5,1,206,5,15,995.12,29.85,0.00,,125.72
390,6,1,206,5,15,898.70,26.96,0.00,,113.54
391,7,1,206,5,15,684.28,20.53,0.00,,86.46
392,8,1,206,5,15,971.90,29.16,0.00,,122.8
393,1,1,206,6,15,917.45,27.52,0.00,,115.91
394,2,1,206,6,15,931.34,27.94,0.00,,117.67
395,3,1,206,6,15,1023.34,30.70,0.00,,129.29
396,4,1,206,6,15,917.45,27.52,0.00,,115.91
397,5,1,206,6,15,995.12,29.85,0.00,,125.72
398,6,1,206,6,15,898.70,26.96,0.00,,113.54
399,7,1,206,6,15,684.28,20.53,0.00,,86.46
400,8,1,206,6,15,971.90,29.16,0.00,,122.8
401,1,1,206,7,15,917.45,27.52,0.00,,115.91
402,2,1,206,7,15,931.34,27.94,0.00,,117.67
403,3,1,206,7,15,1023.34,30.70,0.00,,129.29
404,4,1,206,7,15,917.45,27.52,0.00,,115.91
405,5,1,206,7,15,995.12,29.85,0.00,,125.72
406,6,1,206,7,15,898.70,26.96,0.00,,113.54
407,7,1,206,7,15,684.28,20.53,0.00,,86.46
408,8,1,206,7,15,971.90,29.16,0.00,,122.8
409,1,1,206,8,15,917.45,27.52,0.00,,115.91
410,2,1,206,8,15,931.34,27.94,0.00,,117.67
411,3,1,206,8,15,1023.34,30.70,0.00,,129.29
412,4,1,206,8,15,917.45,27.52,0.00,,115.91
413,5,1,206,8,15,995.12,29.85,0.00,,125.72
414,6,1,206,8,15,898.70,26.96,0.00,,113.54
415,7,1,206,8,15,684.28,20.53,0.00,,86.46
416,8,1,206,8,15,971.90,29.16,0.00,,122.8
417,1,1,206,9,15,917.45,27.52,0.00,,115.91
418,2,1,206,9,15,931.34,27.94,0.00,,117.67
419,3,1,206,9,15,1023.34,30.70,0.00,,129.29
420,4,1,206,9,15,917.45,27.52,0.00,,115.91
421,5,1,206,9,15,995.12,29.85,0.00,,125.72
422,6,1,206,9,15,898.70,26.96,0.00,,113.54
423,7,1,206,9,15,684.28,20.53,0.00,,86.46
424,8,1,206,9,15,971.90,29.16,0.00,,122.8
425,1,1,206,10,15,917.45,27.52,0.00,,115.91
426,2,1,206,10,15,931.34,27.94,0.00,,117.67
427,3,1,206,10,15,1023.34,30.70,0.00,,129.29
428,4,1,206,10,15,917.45,27.52,0.00,,115.91
429,5,1,206,10,15,995.12,29.85,0.00,,125.72
430,6,1,206,10,15,898.70,26.96,0.00,,113.54
431,7,1,206,10,15,684.28,20.53,0.00,,86.46
432,8,1,206,10,15,971.90,29.16,0.00,,122.8
433,1,1,206,11,15,917.45,27.52,0.00,,115.91
434,2,1,206,11,15,931.34,27.94,0.00,,117.67
435,3,1,206,11,15,1023.34,30.70,0.00,,129.29
436,4,1,206,11,15,917.45,27.52,0.00,,115.91
437,5,1,206,11,15,995.12,29.85,0.00,,125.72
438,6,1,206,11,15,898.70,26.96,0.00,,113.54
439,7,1,206,11,15,684.28,20.53,0.00,,86.46
440,8,1,206,11,15,971.90,29.16,0.00,,122.8
441,1,1,206,12,15,917.45,27.52,0.00,,115.91
442,2,1,206,12,15,931.34,27.94,0.00,,117.67
443,3,1,206,12,15,1023.34,30.70,0.00,,129.29
444,4,1,206,12,15,917.45,27.52,0.00,,115.91
445,5,1,206,12,15,995.12,29.85,0.00,,125.72
446,6,1,206,12,15,898.70,26.96,0.00,,113.54
447,7,1,206,12,15,684.28,20.53,0.00,,86.46
448,8,1,206,12,15,971.90,29.16,0.00,,122.8
449,1,1,256,1,20,377.17,64.09,0.00,,94.36
450,2,1,256,1,20,377.17,64.09,0.00,,94.36
451,3,1,256,1,20,377.17,64.09,0.00,,94.36
452,4,1,256,1,20,377.17,64.09,0.00,,94.36
453,5,1,256,1,20,377.17,64.09,0.00,,94.36
454,6,1,256,1,20,377.17,64.09,0.00,,94.36
455,7,1,256,1,20,377.17,64.09,0.00,,94.36
456,8,1,256,1,20,377.17,64.09,0.00,,94.36
457,1,1,256,2,20,377.17,64.09,0.00,,94.36
458,2,1,256,2,20,377.17,64.09,0.00,,94.36
459,3,1,256,2,20,377.17,64.09,0.00,,94.36
460,4,1,256,2,20,377.17,64.09,0.00,,94.36
461,5,1,256,2,20,377.17,64.09,0.00,,94.36
462,6,1,256,2,20,377.17,64.09,0.00,,94.36
463,7,1,256,2,20,377.17,64.09,0.00,,94.36
464,8,1,256,2,20,377.17,64.09,0.00,,94.36
465,1,1,256,3,20,377.17,64.09,0.00,,94.36
